document_name,section,original_text,action,rewritten_text,reason,market_signal,confidence
"Microcurrículos V5_Seguridad en Sistemas, Aplicaciones y el Big Data.docx",PERFIL DEL DOCENTE DE LA ASIGNATURA,,profundizar,"Experiencia demostrable en proyectos aplicados de analítica, inteligencia de negocio, gobierno de datos o big data relacionados con el foco de la asignatura.",Se sugiere perfil docente alineado con práctica profesional y pertinencia laboral.,"seguridad del dato, privacidad, controles, cloud security",0.86
Microcurrículos V5_Tecnicas de Inteligencia Artificial.docx,DESCRIPCIÓN DE LA ASIGNATURA,"El cerebro humano es capaz de reconocer patrones, sacar conclusiones de experiencias pasadas y aplicar dichas conclusiones a escenarios futuros.
Las técnicas de Inteligencia Artificial (IA) pretenden dotar a los ordenadores de estas capacidades típicamente humanas.
En esta asignatura se explican conceptos y métodos de aprendizaje automático y se hace énfasis en aquellas técnicas más apropiadas para su aplicación en la minería de datos, enfocada a resolver problemas analizando grandes cantidades de datos disponibles en una base de datos.
El análisis masivo de datos aplicando técnicas de inteligencia artificial permite extraer conclusiones de un conjunto de datos que no podrían ser extraídas con técnicas estadísticas clásicas. En concreto, en esta asignatura se explican algoritmos y técnicas de inteligencia artificial, como pueden ser aquellos que permiten obtener reglas de clasificación o asociación, o representaciones del conocimiento mediante árboles de decisión, así como técnicas de clustering para la clasificación no-supervisada, redes neuronales o la computación evolutiva.
Mediante la aplicación de herramientas de minería de datos el alumno podrá ejecutar diferentes algoritmos para la resolución de problemas de aprendizaje e interpretar el resultado de dichos algoritmos y su evaluación. Así mismo, el alumno será capaz de diseñar un sistema experto que sea capaz de inferir nuevos conocimientos.",actualizar,"El cerebro humano es capaz de reconocer patrones, sacar conclusiones de experiencias pasadas y aplicar dichas conclusiones a escenarios futuros.
Las técnicas de Inteligencia Artificial (IA) pretenden dotar a los ordenadores de estas capacidades típicamente humanas.
En esta asignatura se explican conceptos y métodos de aprendizaje automático y se hace énfasis en aquellas técnicas más apropiadas para su aplicación en la minería de datos, enfocada a resolver problemas analizando grandes cantidades de datos disponibles en una base de datos.
El análisis masivo de datos aplicando técnicas de inteligencia artificial permite extraer conclusiones de un conjunto de datos que no podrían ser extraídas con técnicas estadísticas clásicas. En concreto, en esta asignatura se explican algoritmos y técnicas de inteligencia artificial, como pueden ser aquellos que permiten obtener reglas de clasificación o asociación, o representaciones del conocimiento mediante árboles de decisión, así como técnicas de clustering para la clasificación no-supervisada, redes neuronales o la computación evolutiva.
Mediante la aplicación de herramientas de minería de datos el alumno podrá ejecutar diferentes algoritmos para la resolución de problemas de aprendizaje e interpretar el resultado de dichos algoritmos y su evaluación. Así mismo, el alumno será capaz de diseñar un sistema experto que sea capaz de inferir nuevos conocimientos.
Se orienta la asignatura hacia modelos predictivos aplicados, validación, interpretación y uso responsable de técnicas de inteligencia artificial.",Se actualiza la descripción para alinear la asignatura con señales actuales del mercado laboral.,"Python, R, machine learning aplicado, validación de modelos, ética de IA",0.86
Microcurrículos V5_Tecnicas de Inteligencia Artificial.docx,RESULTADOS DE APRENDIZAJE,"Aplicar herramientas tecnológicas para el desarrollo de modelos supervisados (predictivo) y no supervisados (descriptivos) sobre los datos de la organización""
Desarrollar algoritmos de inteligencia artificial a un conjunto de datos
Aplicar técnicas de inteligencia artificial para el procesado masivo de datos y de acuerdo a unos requisitos establecidos",profundizar,"Aplicar herramientas tecnológicas para el desarrollo de modelos supervisados (predictivo) y no supervisados (descriptivos) sobre los datos de la organización""
Desarrollar algoritmos de inteligencia artificial a un conjunto de datos
Aplicar técnicas de inteligencia artificial para el procesado masivo de datos y de acuerdo a unos requisitos establecidos
Aplicar modelos predictivos con Python o R considerando preparación de datos, entrenamiento, validación e interpretación de resultados.
Evaluar la pertinencia y límites de modelos de machine learning en escenarios de analítica institucional y empresarial.",Se incorporan resultados de aprendizaje observables y pertinentes frente al subdominio.,"Python, R, machine learning aplicado, validación de modelos, ética de IA",0.86
Microcurrículos V5_Tecnicas de Inteligencia Artificial.docx,CONTENIDO TEMÁTICO,"Tema 1. Introducción
Aproximación a los conceptos inteligencia artificial, aprendizaje automático y minería de datos. Interés y aplicaciones
Definición de aprendizaje, tareas básicas y ejemplos
Etapas en el descubrimiento de conocimiento
Referencias bibliográficas
Tema 2. Python para la implementación de técnicas de inteligencia artificial
Introducción
El lenguaje Python: conceptos básicos e instalación
La sintaxis de Python
Listas, tuplas, conjuntos y diccionarios
Librerías útiles para el análisis de datos
La librería NumPy para el manejo de datos
Importación de datos
Introducción a machine learning con librerías en Python
Referencias bibliográficas
Tema 3. Árboles de decisión
Introducción. Representación del conocimiento mediante árboles de decisión
Descripción de la tarea de inducción
Algoritmo básico de aprendizaje de árboles de decisión: ID3
Espacio de búsqueda y bias inductivo
Métodos de selección de atributos
Sobreajuste y poda de árboles
Medidas de precisión de la clasificación. Curva ROC
Simplificación de árboles de decisión mediante poda: algoritmo C4.5
Aplicaciones y ejemplos de implementación
Referencias bibliográficas
Tema 4. Reglas
Reglas de clasificación y reglas de asociación
Algoritmos  de     aprendizaje  de     reglas     de clasificación
Algoritmos de aprendizaje de reglas de asociación
Aplicaciones y ejemplos de implementación
Referencias bibliográficas
Tema 5. Redes neuronales artificiales
•	Introducción. Fundamento biológico
•	La neurona artificial. El perceptrón
•	Redes neuronales multicapa
•	Redes neuronales recurrentes. Redes Hopfield
•	Hacia el deep learning
•	Aplicaciones y ejemplos de implementación
•	Referencias bibliográficas
Tema 6. Deep learning
•	Introducción
•	El papel del deep learning dentro del machine learning
•	Redes neuronales y deep learning
•	Redes prealimentadas profundas
•	Redes neuronales recurrentes profundas
•	Autoencoders
•	Redes neuronales convolucionales
•	Redes generativas antagónicas
•	Aprendizaje por refuerzo
•	Aprendizaje por refuerzo profundo
•	Ejemplos de implementación
•	Referencias bibliográficas
Tema 7. Clustering: Agrupamiento o clasificación no supervisada
•	Conceptos. Tipos de algoritmos de clustering. Medida de distancia
•	Agrupamiento exclusivo. El algoritmo k-means
•	Agrupamiento	jerárquico.	Algoritmo	de agrupamiento jerárquico aglomerativo
•	Agrupamiento probabilista. El algoritmo EM
•	Agrupamiento solapado. El algoritmo Fuzzy C- means
•	Aplicaciones y ejemplos de implementación
•	Referencias bibliográficas
Tema 8. Sistemas de recomendación
•	Introducción. Tipos de recomendadores y aplicaciones
•	Recomendación	colaborativa.	Filtrado colaborativo basado en usuarios. Filtrado colaborativo basado en ítems
•	Recomendación basada en contenido. Representación del contenido y similitud entre elementos
•	Sistemas de recomendación híbridos
•	Ejemplos de implementación
•	Referencias bibliográficas
Tema 9. Resolución de problemas mediante búsqueda
•	Introducción: «El mundo de los bloques»
•	Dirección de la búsqueda
•	Búsqueda exhaustiva o a ciegas
•	Búsqueda heurística
•	Búsqueda en juegos
•	Costes
•	Aplicaciones	prácticas	y	ejemplos	de implementación
•	Referencias bibliográficas
Tema 10. Gestión de la incertidumbre e imprecisión en sistemas expertos
•	Introducción
•	Razonamiento bayesiano
•	Factores de certeza
•	Lógica difusa
•	Inferencia difusa
•	Aplicaciones y ejemplos de implementación
•	Referencias bibliográficas
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Árboles de decisión, reglas y ensemble learning.
| Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Trabajando con redes neuronales y Deep Learning. | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluación final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%",profundizar,"Tema 1. Introducción
Aproximación a los conceptos inteligencia artificial, aprendizaje automático y minería de datos. Interés y aplicaciones
Definición de aprendizaje, tareas básicas y ejemplos
Etapas en el descubrimiento de conocimiento
Referencias bibliográficas
Tema 2. Python para la implementación de técnicas de inteligencia artificial
Introducción
El lenguaje Python: conceptos básicos e instalación
La sintaxis de Python
Listas, tuplas, conjuntos y diccionarios
Librerías útiles para el análisis de datos
La librería NumPy para el manejo de datos
Importación de datos
Introducción a machine learning con librerías en Python
Referencias bibliográficas
Tema 3. Árboles de decisión
Introducción. Representación del conocimiento mediante árboles de decisión
Descripción de la tarea de inducción
Algoritmo básico de aprendizaje de árboles de decisión: ID3
Espacio de búsqueda y bias inductivo
Métodos de selección de atributos
Sobreajuste y poda de árboles
Medidas de precisión de la clasificación. Curva ROC
Simplificación de árboles de decisión mediante poda: algoritmo C4.5
Aplicaciones y ejemplos de implementación
Referencias bibliográficas
Tema 4. Reglas
Reglas de clasificación y reglas de asociación
Algoritmos  de     aprendizaje  de     reglas     de clasificación
Algoritmos de aprendizaje de reglas de asociación
Aplicaciones y ejemplos de implementación
Referencias bibliográficas
Tema 5. Redes neuronales artificiales
•	Introducción. Fundamento biológico
•	La neurona artificial. El perceptrón
•	Redes neuronales multicapa
•	Redes neuronales recurrentes. Redes Hopfield
•	Hacia el deep learning
•	Aplicaciones y ejemplos de implementación
•	Referencias bibliográficas
Tema 6. Deep learning
•	Introducción
•	El papel del deep learning dentro del machine learning
•	Redes neuronales y deep learning
•	Redes prealimentadas profundas
•	Redes neuronales recurrentes profundas
•	Autoencoders
•	Redes neuronales convolucionales
•	Redes generativas antagónicas
•	Aprendizaje por refuerzo
•	Aprendizaje por refuerzo profundo
•	Ejemplos de implementación
•	Referencias bibliográficas
Tema 7. Clustering: Agrupamiento o clasificación no supervisada
•	Conceptos. Tipos de algoritmos de clustering. Medida de distancia
•	Agrupamiento exclusivo. El algoritmo k-means
•	Agrupamiento	jerárquico.	Algoritmo	de agrupamiento jerárquico aglomerativo
•	Agrupamiento probabilista. El algoritmo EM
•	Agrupamiento solapado. El algoritmo Fuzzy C- means
•	Aplicaciones y ejemplos de implementación
•	Referencias bibliográficas
Tema 8. Sistemas de recomendación
•	Introducción. Tipos de recomendadores y aplicaciones
•	Recomendación	colaborativa.	Filtrado colaborativo basado en usuarios. Filtrado colaborativo basado en ítems
•	Recomendación basada en contenido. Representación del contenido y similitud entre elementos
•	Sistemas de recomendación híbridos
•	Ejemplos de implementación
•	Referencias bibliográficas
Tema 9. Resolución de problemas mediante búsqueda
•	Introducción: «El mundo de los bloques»
•	Dirección de la búsqueda
•	Búsqueda exhaustiva o a ciegas
•	Búsqueda heurística
•	Búsqueda en juegos
•	Costes
•	Aplicaciones	prácticas	y	ejemplos	de implementación
•	Referencias bibliográficas
Tema 10. Gestión de la incertidumbre e imprecisión en sistemas expertos
•	Introducción
•	Razonamiento bayesiano
•	Factores de certeza
•	Lógica difusa
•	Inferencia difusa
•	Aplicaciones y ejemplos de implementación
•	Referencias bibliográficas
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Árboles de decisión, reglas y ensemble learning.
| Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Trabajando con redes neuronales y Deep Learning. | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluación final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%
Flujo aplicado de machine learning: datos, entrenamiento, validación y evaluación.
Métricas de desempeño, sesgo, explicabilidad y ética de IA.
Notebooks reproducibles y comunicación de resultados predictivos.",Se profundiza contenido pertinente sin eliminar los temas vigentes del documento original.,"Python, R, machine learning aplicado, validación de modelos, ética de IA",0.86
Microcurrículos V5_Tecnicas de Inteligencia Artificial.docx,ACTIVIDADES FORMATIVAS,,actualizar,"Desarrollo de un caso aplicado con datos reales o simulados, evidencia de decisiones y sustentación ejecutiva.
Laboratorio guiado para producir un entregable verificable alineado con el foco de la asignatura.","Se agregan actividades prácticas trazables, manteniendo la orientación académica original.","Python, R, machine learning aplicado, validación de modelos, ética de IA",0.86
Microcurrículos V5_Tecnicas de Inteligencia Artificial.docx,MEDIOS EDUCATIVOS,"Bibliografía básica
Abduljabbar, R., Dia, H., Liyanage, S. & Bagloee, S. A. (2019). Applications of Artificial Intelligence in Transport: An Overview. Sustainability, 11(1), 189. Disponible en https://doi.org/10.3390/su11010189
Aguado, F., Cabalar, P., Fandinno, J., Muñiz, B., Pérez, G. & Suárez, F. (2019). A Rule-Based System for Explainable Donor-Patient Matching in Liver Transplantation. Electronic Proceedings in Theoretical Computer Science, 306, 266-272. Disponible en https://doi.org/10.4204/EPTCS.306.31
Akinnola, B. (2012). Computer Troubleshooting, Using an Expert System: A Research Work. LAP Lambert Academic Publishing.
Alonso, R. S., Prieto, J., García, Ó. & Corchado, J. M. (2019). Collaborative learning via social computing. Frontiers of Information Technology & Electronic Engineering, 20(2), 265-282. Disponible en https://doi.org/10.1631/FITEE.1700840
Alonso, R. S., Sittón-Candanedo, I., García, Ó., Prieto, J. & Rodríguez-González, S. (2020). An intelligent Edge-IoT platform for monitoring livestock and crops in a dairy farming scenario. Ad Hoc Networks, 98, 102047. Disponible en https://doi.org/10.1016/j.adhoc.2019.102047
Bansal, H. (2019, octubre 18). Best Languages For Machine Learning in 2020! Medium. Disponible en https://becominghuman.ai/best-languages-for-machine-learning-in-2020-6034732dd242
Best Python libraries for Machine Learning. (2019, enero 18). GeeksforGeeks. Disponible en https://www.geeksforgeeks.org/best-python-libraries-for-machine-learning/
Puget, J.F. (2016) The Most Popular Language For Machine Learning and Data Science Is… KDnuggets. Recuperado de https://www.kdnuggets.com/the-most-popular-language-for-machine-learning-and-data-science-is.html/
Raschka, S. & Mirjalili, V. (2019). Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2. Packt Publishing Ltd.
Recuero de los Santos, P. (2019, octubre 1). Python para todos: 5 formas de cargar datos para tus proyectos de Machine Learning - Think Big Empresas. Think Big. Disponible en https://empresas.blogthinkbig.com/python-5-formas-de-cargar-datos-csv-proyectos-machine-learning/
Rogers, S. & Girolami, M. (2016). A first course in machine learning. Chapman and Hall/CRC.
Russell, S. & Norvig, P. (2016). Artificial Intelligence: A Modern Approach Global Edition (Third Edition). Pearson.
Unipython (2019). Importar datos con Python. Disponible en https://unipython.com/importar-datos-con-python/
Recursos y fuentes necesarios para el desarrollo de los temas
Python
PERFIL DEL DOCENTE DE LA ASIGNATURA | PERFIL DEL DOCENTE DE LA ASIGNATURA
Característica | Descripción
Conocimientos (con evidencia de títulos en el área de  | Ingeniero de sistemas, software, informático, electrónico o profesiones afines. Con posgrado en informática, ingeniería de software, desarrollo, ingeniería o afines.
Experiencia docente  | Experiencia mínima de un (1) año en docencia universitaria y en manejo de medios y mediaciones tecnológicas virtuales
Experiencia profesional en el área de
Experiencia Investigativa | NA
Experiencia con el sector externo | NA",actualizar,"Bibliografía básica
Abduljabbar, R., Dia, H., Liyanage, S. & Bagloee, S. A. (2019). Applications of Artificial Intelligence in Transport: An Overview. Sustainability, 11(1), 189. Disponible en https://doi.org/10.3390/su11010189
Aguado, F., Cabalar, P., Fandinno, J., Muñiz, B., Pérez, G. & Suárez, F. (2019). A Rule-Based System for Explainable Donor-Patient Matching in Liver Transplantation. Electronic Proceedings in Theoretical Computer Science, 306, 266-272. Disponible en https://doi.org/10.4204/EPTCS.306.31
Akinnola, B. (2012). Computer Troubleshooting, Using an Expert System: A Research Work. LAP Lambert Academic Publishing.
Alonso, R. S., Prieto, J., García, Ó. & Corchado, J. M. (2019). Collaborative learning via social computing. Frontiers of Information Technology & Electronic Engineering, 20(2), 265-282. Disponible en https://doi.org/10.1631/FITEE.1700840
Alonso, R. S., Sittón-Candanedo, I., García, Ó., Prieto, J. & Rodríguez-González, S. (2020). An intelligent Edge-IoT platform for monitoring livestock and crops in a dairy farming scenario. Ad Hoc Networks, 98, 102047. Disponible en https://doi.org/10.1016/j.adhoc.2019.102047
Bansal, H. (2019, octubre 18). Best Languages For Machine Learning in 2020! Medium. Disponible en https://becominghuman.ai/best-languages-for-machine-learning-in-2020-6034732dd242
Best Python libraries for Machine Learning. (2019, enero 18). GeeksforGeeks. Disponible en https://www.geeksforgeeks.org/best-python-libraries-for-machine-learning/
Puget, J.F. (2016) The Most Popular Language For Machine Learning and Data Science Is… KDnuggets. Recuperado de https://www.kdnuggets.com/the-most-popular-language-for-machine-learning-and-data-science-is.html/
Raschka, S. & Mirjalili, V. (2019). Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2. Packt Publishing Ltd.
Recuero de los Santos, P. (2019, octubre 1). Python para todos: 5 formas de cargar datos para tus proyectos de Machine Learning - Think Big Empresas. Think Big. Disponible en https://empresas.blogthinkbig.com/python-5-formas-de-cargar-datos-csv-proyectos-machine-learning/
Rogers, S. & Girolami, M. (2016). A first course in machine learning. Chapman and Hall/CRC.
Russell, S. & Norvig, P. (2016). Artificial Intelligence: A Modern Approach Global Edition (Third Edition). Pearson.
Unipython (2019). Importar datos con Python. Disponible en https://unipython.com/importar-datos-con-python/
Recursos y fuentes necesarios para el desarrollo de los temas
Python
PERFIL DEL DOCENTE DE LA ASIGNATURA | PERFIL DEL DOCENTE DE LA ASIGNATURA
Característica | Descripción
Conocimientos (con evidencia de títulos en el área de  | Ingeniero de sistemas, software, informático, electrónico o profesiones afines. Con posgrado en informática, ingeniería de software, desarrollo, ingeniería o afines.
Experiencia docente  | Experiencia mínima de un (1) año en docencia universitaria y en manejo de medios y mediaciones tecnológicas virtuales
Experiencia profesional en el área de
Experiencia Investigativa | NA
Experiencia con el sector externo | NA
Datasets de práctica, notebooks o herramientas de analítica visual según disponibilidad institucional.
Recursos digitales para documentación, visualización, gobierno o procesamiento de datos según el foco de la asignatura.",Se incorporan recursos educativos coherentes con analítica aplicada y trabajo práctico.,"Python, R, machine learning aplicado, validación de modelos, ética de IA",0.86
Microcurrículos V5_Tecnicas de Inteligencia Artificial.docx,PERFIL DEL DOCENTE DE LA ASIGNATURA,,profundizar,"Experiencia demostrable en proyectos aplicados de analítica, inteligencia de negocio, gobierno de datos o big data relacionados con el foco de la asignatura.",Se sugiere perfil docente alineado con práctica profesional y pertinencia laboral.,"Python, R, machine learning aplicado, validación de modelos, ética de IA",0.86
Microcurrículos V5_Visualización Interactiva de la Información.docx,DESCRIPCIÓN DE LA ASIGNATURA,"La visualización de la información consiste en la representación gráfica de datos por medio de estadísticas, mapas, diagramas y esquemas con dos objetivos: presentarlos a una audiencia determinada (amplia o especializada) y servir como herramienta de análisis para explorar el conocimiento que esos datos esconden.
Hoy en día la visualización está presente desde el análisis de mercado de las grandes empresas financieras hasta los medios de comunicación, pasando por todas las disciplinas universitarias que hacen uso de métodos cuantitativos. Esta asignatura es una introducción a los principios conceptuales de la disciplina.",actualizar,"La visualización de la información consiste en la representación gráfica de datos por medio de estadísticas, mapas, diagramas y esquemas con dos objetivos: presentarlos a una audiencia determinada (amplia o especializada) y servir como herramienta de análisis para explorar el conocimiento que esos datos esconden.
Hoy en día la visualización está presente desde el análisis de mercado de las grandes empresas financieras hasta los medios de comunicación, pasando por todas las disciplinas universitarias que hacen uso de métodos cuantitativos. Esta asignatura es una introducción a los principios conceptuales de la disciplina.
Se fortalece el enfoque en visual analytics, diseño de dashboards ejecutivos, criterios de usabilidad y narrativa con datos para la toma de decisiones.",Se actualiza la descripción para alinear la asignatura con señales actuales del mercado laboral.,"Power BI, Tableau, dashboards ejecutivos, storytelling with data, UX de visualización",0.86
Microcurrículos V5_Visualización Interactiva de la Información.docx,RESULTADOS DE APRENDIZAJE,"Diseñar sistemas que combinen técnicas de captura, almacenamiento, análisis y visualización de datos para representar la realidad empresarial.",profundizar,"Diseñar sistemas que combinen técnicas de captura, almacenamiento, análisis y visualización de datos para representar la realidad empresarial.
Diseñar visualizaciones interactivas orientadas a decisiones ejecutivas, aplicando principios de claridad, jerarquía visual y storytelling with data.
Construir dashboards en Power BI o Tableau integrando métricas, segmentaciones y evidencia para públicos estratégicos.",Se incorporan resultados de aprendizaje observables y pertinentes frente al subdominio.,"Power BI, Tableau, dashboards ejecutivos, storytelling with data, UX de visualización",0.86
Microcurrículos V5_Visualización Interactiva de la Información.docx,CONTENIDO TEMÁTICO,"Tema 1. Introducción a la visualización de datos
•	Introducción
•	Concepto de infografía y visualización de datos
•	Importancia de la infografía y la visualización de datos
•	Estadios de la visualización
•	Referencias bibliográficas
Tema 2. Historia de la visualización de datos
•	Orígenes de la infografía y la visualización de datos
•	Introducción a la infografía periodística
•	Del gráfico impreso a la visualización en tiempo real. La era digital
•	Referencias bibliográficas
Tema 3. Trabajar con datos
•	Fundamentos de los datos
•	Recolección de datos
•	Preparación y limpieza de datos
•	Transformación de datos
•	Visualización de datos
Tema 4. Psicología aplicada al diseño de visualizaciones
•	Visión humana. Del ojo al cerebro
•	Percepción visual y cognición
•	Psicología de la Gestalt. Principios «gestaltistas»
•	Aplicación a la comunicación gráfica de información cuantitativa
Tema 5. El diseño aplicado a la visualización de datos
•	Tipografía. Eficacia y legibilidad
•	Color
•	Dimensiones y resolución: milímetros y píxeles
•	Composición gráfica. Uso adecuado del espacio
•	Principales formatos de imagen
•	Importancia de lo icónico
•	De lo estético a lo funcional en la infografía
Tema 6. Definición y tipologías de gráficos
•	Gráficos no figurativos
•	Gráficos figurativos
•	Anatomía de un gráfico: elementos
Tema 7. Codificación gráfica de datos
•	Fundamentos de la codificación gráfica
•	Atributos gráficos
•	Tareas de analítica visual
Tema 8. Visualización estática
•	Concepto
•	Formato de salida
•	Principales herramientas. Adobe Ilustrador
Tema 9. Visualización dinámica e interactividad (I)
•	Concepto
•	Formato de salida
•	Herramientas para explorar conjuntos de datos públicos
Tema 10. Visualización dinámica e interactividad (II)
•	Utilización de herramientas estándar
•	Otras herramientas de software propietario
Tema 11. Representación gráfica: la relación entre eficacia y ética
•	Introducción
•	Ética en visualización de datos
•	Buenas prácticas
•	Ejemplos de visualizaciones inadecuadas
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Visualización de evolución en el tiempo.
| Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Laboratorio (tratamiento y preparación de los datos
para su procesamiento por herramientas de visualización).. | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluación final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%",profundizar,"Tema 1. Introducción a la visualización de datos
•	Introducción
•	Concepto de infografía y visualización de datos
•	Importancia de la infografía y la visualización de datos
•	Estadios de la visualización
•	Referencias bibliográficas
Tema 2. Historia de la visualización de datos
•	Orígenes de la infografía y la visualización de datos
•	Introducción a la infografía periodística
•	Del gráfico impreso a la visualización en tiempo real. La era digital
•	Referencias bibliográficas
Tema 3. Trabajar con datos
•	Fundamentos de los datos
•	Recolección de datos
•	Preparación y limpieza de datos
•	Transformación de datos
•	Visualización de datos
Tema 4. Psicología aplicada al diseño de visualizaciones
•	Visión humana. Del ojo al cerebro
•	Percepción visual y cognición
•	Psicología de la Gestalt. Principios «gestaltistas»
•	Aplicación a la comunicación gráfica de información cuantitativa
Tema 5. El diseño aplicado a la visualización de datos
•	Tipografía. Eficacia y legibilidad
•	Color
•	Dimensiones y resolución: milímetros y píxeles
•	Composición gráfica. Uso adecuado del espacio
•	Principales formatos de imagen
•	Importancia de lo icónico
•	De lo estético a lo funcional en la infografía
Tema 6. Definición y tipologías de gráficos
•	Gráficos no figurativos
•	Gráficos figurativos
•	Anatomía de un gráfico: elementos
Tema 7. Codificación gráfica de datos
•	Fundamentos de la codificación gráfica
•	Atributos gráficos
•	Tareas de analítica visual
Tema 8. Visualización estática
•	Concepto
•	Formato de salida
•	Principales herramientas. Adobe Ilustrador
Tema 9. Visualización dinámica e interactividad (I)
•	Concepto
•	Formato de salida
•	Herramientas para explorar conjuntos de datos públicos
Tema 10. Visualización dinámica e interactividad (II)
•	Utilización de herramientas estándar
•	Otras herramientas de software propietario
Tema 11. Representación gráfica: la relación entre eficacia y ética
•	Introducción
•	Ética en visualización de datos
•	Buenas prácticas
•	Ejemplos de visualizaciones inadecuadas
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Visualización de evolución en el tiempo.
| Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Laboratorio (tratamiento y preparación de los datos
para su procesamiento por herramientas de visualización).. | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluación final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%
Storytelling with data y comunicación ejecutiva de hallazgos.
Diseño de dashboards, interacción, navegación y criterios UX para analítica visual.
Buenas prácticas en Power BI, Tableau y visualización orientada a indicadores.",Se profundiza contenido pertinente sin eliminar los temas vigentes del documento original.,"Power BI, Tableau, dashboards ejecutivos, storytelling with data, UX de visualización",0.86
Microcurrículos V5_Visualización Interactiva de la Información.docx,ACTIVIDADES FORMATIVAS,,actualizar,"Desarrollo de un caso aplicado con datos reales o simulados, evidencia de decisiones y sustentación ejecutiva.
Laboratorio guiado para producir un entregable verificable alineado con el foco de la asignatura.","Se agregan actividades prácticas trazables, manteniendo la orientación académica original.","Power BI, Tableau, dashboards ejecutivos, storytelling with data, UX de visualización",0.86
